The Logical Song
The Logical Song - Remastered 2010	Supertramp	Breakfast In America (Deluxe Edition)	spotify:track:6mHOcVtsHLMuesJkswc0GZ
No More Pain	Embrace	Embrace	spotify:track:6iXwsEpeAWfX9Eno0tU1F8
Hate in Me	Moss Icon	Complete Discography	spotify:track:2LeLrbxNEIV3Qj7igrRdqt
I'm Back Sleeping, Or Fucking, Or Something	Moss Icon	Complete Discography	spotify:track:6FyIEj9WupcNHWEqhL4Ocj
Mirror	Moss Icon	Complete Discography	spotify:track:50bXJsowHhhrwcbNXSNMWg
One Last Wish	One Last Wish	1986	spotify:track:6keT25WOyIMSyqlQPCCyHw
My Better Half	One Last Wish	1986	spotify:track:6T1Sl5yImArteEmRBJyrEZ
Hide	One Last Wish	1986	spotify:track:2OjtVOfsPjruUbIa39XXEI
Deeper Than Inside	Rites of Spring	Rites of Spring	spotify:track:7J9univk0oJ6h8MBcjh9Os
Head in the Ceiling Fan	Title Fight	Floral Green	spotify:track:7BJny7nQN5bY4EeGVU3kj6
Your Pain Is Mine Now	Title Fight	Hyperview	spotify:track:03n2zDv0TXbH2q9XpzYpqY
Give Me Back	Embrace	Embrace	spotify:track:7u4oj9nfqmyXRRN4nW9Fzg
Building	Embrace	Embrace	spotify:track:6fjKGSWHc1vguUx7qTjfKu

Gang Starr
Full Clip	Gang Starr	Full Clip: A Decade Of Gang Starr	spotify:track:30oTS7bm0aH3p7lqjEIu8q
Work	Gang Starr	Moment Of Truth	spotify:track:1EiLrPd8JMTcQUr1aLEUKi
Above The Clouds	Gang Starr, Inspectah Deck	Moment Of Truth	spotify:track:3ZBSXNYdTZVaBUQI3E2rF6
You Know My Steez	Gang Starr	Moment Of Truth	spotify:track:2C3QwVE5adFCVsCqayhPW7

Shoegaze Space Station
Keen On Boys	The Radio Dept.	Marie Antoinette (Original Motion Picture Soundtrack)	spotify:track:0dCfgEyxU3RyOBtAZw3vPm
babysbreath	Lovesliescrushing	bloweyelashwish	spotify:track:48YfnWuAbgGk1ZrBMSmsBy
The Tiger Hunts Alone	Lovesliescrushing	Ghost Colored Halo	spotify:track:4neEmJ8cVzzOeE6WEOFAFR
babysbreath	Lovesliescrushing	bloweyelashwish	spotify:track:7Cwt68khwNZg4yc9enbjsY
dizzy	Lovesliescrushing	bloweyelashwish	spotify:track:7r3ebY2xYnOxiACOIsRZWT
Breeze	Lush	Gala	spotify:track:5nA0q42fuQ0tGIityR77RP
Sweetness and Light	Lush	Gala	spotify:track:1Pr2b8WV0rFkSAjrnzUeDc
Sunbathing	Lush	Gala	spotify:track:0Mx4zIk3PqzD8Fne4KSssM
Thoughtforms	Lush	Gala	spotify:track:6wXVVppPXjHoMn44v7sEVx
Scarlet	Lush	Gala	spotify:track:7LzjjkqO2YdBOSyb9uI3hx

Bachata
Me Voy	Héctor Acosta "El Torito"	Hector Acosta "El Torito" Los Número Uno	spotify:track:2JMXEFjheY0ggD0g05fMk4
Ojalá	Héctor Acosta "El Torito"	Hector Acosta "El Torito" Los Número Uno	spotify:track:2j3gx76jVENfLl7lN2I0L2
Los Infieles	Aventura	K.O.B. Live	spotify:track:0HDHY6RSHHG2ZTE0cMT4GJ
No Moriré	Héctor Acosta "El Torito"	Hector Acosta "El Torito" Los Número Uno	spotify:track:3ujYUfbEOGHGh0SOvg9Tnp
Tu Primera Vez	Héctor Acosta "El Torito"	Hector Acosta "El Torito" Los Número Uno	spotify:track:3TBK9fEW6z3i4FERHX0YX6
Tu Veneno	Héctor Acosta "El Torito"	Hector Acosta "El Torito" Los Número Uno	spotify:track:0XIXk37vbgwaQEp7x4mCuD
Perdóname la Vida	Héctor Acosta "El Torito"	The Ultimate Bachata Collection	spotify:track:7jkIwEJXP3nmTO3fsCJmnS
El Desprecio	Aventura	The Last	spotify:track:4m9QqcnlQtpCvqxCoClkh3
ileso	Romeo Santos, Teodoro Reyes	Utopia	spotify:track:2zHgz7X52WqdckhjMJj6mt
Naciste para Mi	Teodoro Reyes	15 Exitos	spotify:track:1uVq5XUmKBL3asiZtzGyRt
Tu Eres Mi Hembra	Teodoro Reyes	Sentimiento	spotify:track:6VG22s0gnTLHXsE3b0tTcY

New-p
Electric (feat. Khalid)	Alina Baraz, Khalid	The Color Of You	spotify:track:2mj7x99sNUsVHPBRK51zlG
salvia plath	Teen Suicide	dc snuff film / waste yrself	spotify:track:29q4TGnVDnoyIqAoEemQBK
Salvia Plath	Salvia Plath	The Bardo Story	spotify:track:0cWLd9MQJJRw7iKe3yWoR3
Ecstasy	Soviet Soviet	Fate	spotify:track:60sge80Y7m9wgd03OV4xWa

newnew
Lipstick	Ariel Pink	pom pom	spotify:track:2i1nmBnMkDGFTTjeGGIOTm
Put Your Number in My Phone	Ariel Pink	pom pom	spotify:track:0gBrJS89BL4r8rqjDEzbtp
White Freckles	Ariel Pink	pom pom	spotify:track:0PF4cbrLPZsteUM79VGKGE
Hopeless	KT Tunstall	Drastic Fantastic	spotify:track:2dt1W8hzKWyazEDtY1A47W

newgoth

It's new
You Said Something	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:4m5S4wvLY031rN6beIWoRe
Tipota Den Hathike - Live	Sokratis Malamas	Alexiou - Malamas - Ioannidis (Live)	spotify:track:6uPhL8S83jlPcbUc4ImTIR
O Kosmos Pou Allazei	Alkinoos Ioannidis	Oi Peripeteies Enos Proskyniti	spotify:track:7eq0a7HISgTaLbMLlJU6mA
Tha 'mai Konta Sou (Otan Me Thes)	Alkinoos Ioannidis	Anemodeiktis	spotify:track:4vbgfw5w2BKT0Hlyx9mXsw
Oli I Zoi Mou	Giannis Parios	Alli Mia Fora	spotify:track:2JC9UTAU3yAzlJlEU68QrR
O Kosmos Pou Allazi - Live	Alkinoos Ioannidis	Alexiou - Malamas - Ioannidis (Live)	spotify:track:3zSiwX9OL3U6GSqSEszDwc
Stin Agora Tou Al Chalili	Alkinoos Ioannidis	Stin Agora Tou Kosmou	spotify:track:6h7YlLnjkA2JYaGx6ntn6s
Tsigaro Atelioto - Live	Haris Alexiou, Sokratis Malamas, Alkinoos Ioannidis	Alexiou - Malamas - Ioannidis (Live)	spotify:track:1xFcm3NVkfCakguvdlQUvi
Big Exit	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:4J4wU1a0MqhrBMBN2RzFUw
Good Fortune	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:1G1YJPV7THViQfOM9Gug7R
A Place Called Home	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:4QmBs5a3mFFLaLA1QTEVrN
One Line	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:4pi4ALVH55uuzWAXb8Tkb2
Beautiful Feeling	PJ Harvey, Thom Yorke	Stories From The City, Stories From The Sea	spotify:track:2pCRZXPcKiB4UZMvqS4ZYw
The Whores Hustle And The Hustlers Whore	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:27teiR4hpiFzsWnstV4Ad9
This Mess We're In	PJ Harvey, Thom Yorke	Stories From The City, Stories From The Sea	spotify:track:3vNFsxBbA4dPkymPF5Jm1b
You Said Something	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:4m5S4wvLY031rN6beIWoRe
Kamikaze	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:5vdavx9R3iZOJwAxnUH7RP
This Is Love	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:04Glred2wGdSNH11Qh4EDe
Horses In My Dreams	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:2W8ace2rlaN5NVGywZMtbG
We Float	PJ Harvey	Stories From The City, Stories From The Sea	spotify:track:0FTdrBz10BKS1LI7rXAjFp
Rid Of Me	PJ Harvey	Rid Of Me	spotify:track:3m2Zd230K68bC4Qe961d9p
Missed	PJ Harvey	Rid Of Me	spotify:track:2tVMNPTbICJLm80kJP95aJ
Legs	PJ Harvey	Rid Of Me	spotify:track:2UVPkh6lrARjYDK42jC6kD
Rub 'Til It Bleeds	PJ Harvey	Rid Of Me	spotify:track:2nZdhNwhvoaUIDqPG9rtz1
Hook	PJ Harvey	Rid Of Me	spotify:track:6B7b8ZdZUkPcjdrzVNvmse
Man-Size Sextet	PJ Harvey	Rid Of Me	spotify:track:7basDIxL6qM7v0N8NP1bGo
Highway '61 Revisited	PJ Harvey	Rid Of Me	spotify:track:1weOavX2CfP2pfGNVTVMsT
50ft Queenie	PJ Harvey	Rid Of Me	spotify:track:3fJprjhRxTVtOp18EHdNfu
Yuri-G	PJ Harvey	Rid Of Me	spotify:track:72W93VrqRaDiyn3FushDXO
Man-Size	PJ Harvey	Rid Of Me	spotify:track:3X4qUkEhAvGY3qIlpNh1sl
Dry	PJ Harvey	Rid Of Me	spotify:track:2fhwvSptDeBj8Yw9FufioZ
Me-Jane	PJ Harvey	Rid Of Me	spotify:track:1YAlQXgiLY8tck2VcTjo4G
Snake	PJ Harvey	Rid Of Me	spotify:track:7dETHzGnQLFEtMYCrCgP5N
Ecstasy	PJ Harvey	Rid Of Me	spotify:track:6I5ltr1XlluBzLGEV2W1bY
Modern Girl	Sleater-Kinney	The Woods	spotify:track:4lWi8GnQbYUmX9j0Y1Cx9u
Dig Me Out	Sleater-Kinney	Dig Me Out (Remastered)	spotify:track:1TvXbNhFRbrp1SIenQ2NHM
Can I Go On	Sleater-Kinney	The Center Won't Hold	spotify:track:33kTpZiXOEs9yQrSzn0cV5
One More Hour	Sleater-Kinney	Dig Me Out (Remastered)	spotify:track:3ccsKRKg0NEfiDaeYnIauK
Jumpers	Sleater-Kinney	The Woods	spotify:track:1Ekf4LfkzpVbwoUawE9R3E
Hurry On Home	Sleater-Kinney	The Center Won't Hold	spotify:track:6EUSmVljC3J77F8SHpthqm
A New Wave	Sleater-Kinney	No Cities to Love	spotify:track:2audHw8H7pcDViQBXAufEZ
I Wanna Be Your Joey Ramone	Sleater-Kinney	Call the Doctor (Remastered)	spotify:track:1NVq4MTXJVqJ1Dw7LJ6KD4
The Fox	Sleater-Kinney	The Woods	spotify:track:1bnCl0lurjeZk8wtddHFYI
The Future Is Here	Sleater-Kinney	The Center Won't Hold	spotify:track:5Cj4uKo0JGQsh6o63m55Yx

irp-maybe
Centerfold	Smallpools	THE SCIENCE OF LETTING GO	spotify:track:63pIhvnCu1lUAVWiJMbmah
Digger	Great Grandpa	Four of Arrows	spotify:track:6qEEi8NSpxJfORl3YRxzea
Fade to Black	Born Ruffians	Uncle, Duke & The Chief	spotify:track:0hf379sSD5IZ4BZLvG0aJj

specktor-p
The Call	Regina Spektor	The Call	spotify:track:341863z079BT4EFPiSw9DP
Fidelity	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:6GskIhdM6TN6EkPgeSjVfW
Samson	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:2bbhyUWJ5VjdfI3P4PRLu2
Two Birds	Regina Spektor	Far	spotify:track:2n0U2OG5d6TuW5mKx7YrC0
Modern Girls & Old Fashion Men	The Strokes, Regina Spektor	Modern Girls & Old Fashion Men	spotify:track:4yVixayMpxm2MUGOePA192
Eet	Regina Spektor	Far	spotify:track:0N9WhEz6DiBDvBxa6uJCTY
Us	Regina Spektor	Soviet Kitsch	spotify:track:6zJms3MX11Qu1IKF44LoRW
You've Got Time	Regina Spektor	You've Got Time	spotify:track:1vDMGBzqLJWZC5UzePDURw
On the Radio	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:6uA9lKAYHcBLhxb5KZYygj
Dear Theodosia (feat. Ben Folds)	Regina Spektor, Ben Folds	The Hamilton Mixtape	spotify:track:1fq4k7G5kYqUvKIuEmFAAo
Fidelity	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:6GskIhdM6TN6EkPgeSjVfW
Better	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:7IUBNrgkUH8XzlEWTOb1Qc
Samson	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:2bbhyUWJ5VjdfI3P4PRLu2
On the Radio	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:6uA9lKAYHcBLhxb5KZYygj
Field Below	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:0AeisMW0Zm6skbZOBLwxx8
Hotel Song	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:3hMeLjX7z3VCZVsJYJ9Ar8
Après Moi	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:2MLPOGnN3OtAYpMt7f93SB
20 Years of Snow	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:7i3fQwYoO7v03l36KrE73c
That Time	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:1eFlXudtmDd6faXHT7RdAe
Edit	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:6c3p4BDn61s1FfR6gJLZap
Lady	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:0MhyoQLsRhjEqNBFOHfpuX
Summer in the City	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:6uPRewLICfMkEsU3OMrlcB
Another Town	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:2vS1A9H4KVHH291HqWRPmK
Uh-merica	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:3qaWrudsPNYQvHGVKiL1AX
Baobabs	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:0ZC4AlsqKE5IAQzELJb0oo
Düsseldorf	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:2UcoGmLXUCvD2yLA34S7lL
Music Box	Regina Spektor	Begin to Hope (Special Edition)	spotify:track:3cUGzeL003o8GIiY2xDDIH

Auditnow
Newspaper Spoons	Preoccupations	Viet Cong	spotify:track:4xvEGLCai1xbgUpMlRkxAG
Pointless Experience	Preoccupations	Viet Cong	spotify:track:1Id5XulbhDmhH2vDNTLQiP
March of Progress	Preoccupations	Viet Cong	spotify:track:2L5lWX4pagbHRIMV1YVBy5
Bunker Buster	Preoccupations	Viet Cong	spotify:track:7rqZJ8JM8nlNHb4p8eCSTR
Continental Shelf	Preoccupations	Viet Cong	spotify:track:3d5lGpqxg1cMEYrgTaGxZy
Silhouettes	Preoccupations	Viet Cong	spotify:track:07cUDeewEa1wMfKHUakxtK
Death	Preoccupations	Viet Cong	spotify:track:69izLOjRU2txMIcNghWd0I
The Devil in His Youth	Protomartyr	The Agent Intellect	spotify:track:4gYKox72XEHWLsKHBsPEL5
Cowards Starve	Protomartyr	The Agent Intellect	spotify:track:2GOncz0yupivM8gTNqI0ni
I Forgive You	Protomartyr	The Agent Intellect	spotify:track:4LbYMAWT2ApEARMMjOHxvP
Boyce or Boice	Protomartyr	The Agent Intellect	spotify:track:7HkMMiq88VUWP0Inr5cg8n
Pontiac 87	Protomartyr	The Agent Intellect	spotify:track:2258MfnrxFPlI46lE6f1Iz
Uncle Mother's	Protomartyr	The Agent Intellect	spotify:track:62zxgGLwnoJyZKCmNX2Kjt
Dope Cloud	Protomartyr	The Agent Intellect	spotify:track:7DKStSTQxDrhBmLCOvO6qN
The Hermit	Protomartyr	The Agent Intellect	spotify:track:2wxI72CJ3WQ3SUyNRleXnh
Clandestine Time	Protomartyr	The Agent Intellect	spotify:track:0X7nnlWwGy4Baq7eUpGAoR
Why Does It Shake?	Protomartyr	The Agent Intellect	spotify:track:3Fqgd0BtDJkHrHk4Q2Yq8o
Ellen	Protomartyr	The Agent Intellect	spotify:track:5Zv0ICd6fclpe1rY3K6udM
Feast of Stephen	Protomartyr	The Agent Intellect	spotify:track:03G9uPkT8Xcz6HqrxSPr3n
A Private Understanding	Protomartyr	Relatives In Descent	spotify:track:7BVk87ORFR4imfNwHOFPs2
Here Is The Thing	Protomartyr	Relatives In Descent	spotify:track:18wNLr1R1cD0UD010WEIJp
My Children	Protomartyr	Relatives In Descent	spotify:track:6fd5sPEa5gFBDaQ3mkj7Zd
Caitriona	Protomartyr	Relatives In Descent	spotify:track:3xrQjt12U3dN5YPqqEPHnI
The Chuckler	Protomartyr	Relatives In Descent	spotify:track:0LeG6rLnZikAoLQMhSNSBW
Windsor Hum	Protomartyr	Relatives In Descent	spotify:track:4BrhQxpQz9rkP8E0BDlluP
Don’t Go To Anacita	Protomartyr	Relatives In Descent	spotify:track:5XmmNOaaE9Y6jyMMaxX2TT
Up The Tower	Protomartyr	Relatives In Descent	spotify:track:6PT7rwuJ7VRa40Qad2pw9B
Night-Blooming Cereus	Protomartyr	Relatives In Descent	spotify:track:69fTwCV254As5JMpa8rlSz
Male Plague	Protomartyr	Relatives In Descent	spotify:track:5xsMey4SLi6Ir8DQgBrDYe
Corpses In Regalia	Protomartyr	Relatives In Descent	spotify:track:6vyxUUHQQkguxWp3bH1JZZ
Half Sister	Protomartyr	Relatives In Descent	spotify:track:6zbFlDUqDdLbHikceCg64h

Jaguares
Quisiera Ser Alcohol	Jaguares	El Primer Instinto	spotify:track:69Ndy0qxbyzllGmhiAWdeF
No Dejes Que	Jaguares	El Primer Instinto	spotify:track:3XluhR9U6ToARwWAl9W1QU
Viento	Jaguares	El Primer Instinto	spotify:track:3QgQOG31uWJUDQ6EEXodRc
Te Lo Pido por Favor	Jaguares	El Primer Instinto	spotify:track:6iRkrVOhCjgKFB2cBWnx4M
Perdí Mi Ojo de Venado	Jaguares	El Primer Instinto	spotify:track:4rZUtQtnJ0eDVjMMPo4sdY
Antes de Que Nos Olviden	Jaguares	El Primer Instinto	spotify:track:5cSAiMbw4oQOuZlA5iHFTl
Mátenme Porque Me Muero	Jaguares	El Primer Instinto	spotify:track:3Hp4aweft8n0C45RXk05iU
La Célula Que Explota	Jaguares	El Primer Instinto	spotify:track:0L6xC0b28l9r6GPu5W1jQr
Como Tú	Jaguares	El Primer Instinto	spotify:track:5NzJkaqPFMocuCErnrHHOf
Fin	Jaguares	El Primer Instinto	spotify:track:2jo6L2LBeBrxReXeO0us4C

Alternative Maybe
Fire Woman	The Cult	Sonic Temple	spotify:track:0GyJA0Yn0CcqvHKzeKaVhw
Mexican Radio	Wall Of Voodoo	Mexican Radio	spotify:track:7dOZxMY4U4YZ3eFwOTABXK
Big in Japan	Alphaville	Forever Young	spotify:track:3BZGi1yUqQyCNC868AqUGG
If You Leave - From "Pretty In Pink"	Orchestral Manoeuvres In The Dark	If You Leave	spotify:track:05oFyvdztPdpwSwpoclD4c
Human	The Human League	Crash	spotify:track:537yo062QIz16oQOgxmul3
Round & Round	New Order	Technique	spotify:track:6sKUIDaEBhWa9WrPgqQMCC
I Don't Like Mondays	The Boomtown Rats	The Fine Art Of Surfacing	spotify:track:7JFoeg0arawADjGcz9gBnq
Only Happy When It Rains	Garbage	Garbage (20th Anniversary Deluxe Edition/Remastered)	spotify:track:1IsGA5ceSC4a5nxgAEYnQd
Lips Like Sugar	Echo & the Bunnymen	Echo & the Bunnymen	spotify:track:3Oa8vnNXStoOHLbJwwMEDP
See A Little Light	Bob Mould	Workbook	spotify:track:7LdKMBKthcdBnAqlAIGqCB
Mandinka	Sinéad O'Connor	Lion and the Cobra	spotify:track:6TYckNar2KHob86P5JNETu
Words	Missing Persons	Spring Session M.	spotify:track:2S3flt2KfOpG7JNmtteAAZ
Chains of Love	Erasure	The Innocents	spotify:track:1I0qu4PsBjAHfJHy9wy5AA
I Want Candy	Bow Wow Wow	We Are The '80s	spotify:track:2FMcDUopGfjBh3xMsrm78S
Spirit Of '76	The Alarm	Standards	spotify:track:67kW4bOyiqtqUJehmX4oGb
Beat Surrender	The Jam	The Gift (Deluxe Edition)	spotify:track:4rNgFyEBbLSDQmOa3MZCNQ
Blister In The Sun	Violent Femmes	Violent Femmes	spotify:track:2ugghimAssmeO3YpFIV7mb
Never Say Never	Romeo Void	Warm, In Your Coat	spotify:track:02RkunUrCBLE5J6jY56QH3
That's Entertainment	The Jam	Sound Affects	spotify:track:7MH7TkjQ4RA1vG454dciw0
Bastards of Young - 2008 Remaster	The Replacements	Tim (Expanded)	spotify:track:0ritgEzDOsxbd2IfYX96S9
Slave To Love	Bryan Ferry	Boys And Girls	spotify:track:1c9dnQbOzw01ID7X2IsYOE
The Stand - Long Version	The Alarm	Standards	spotify:track:689Twz3oz1NBQIsLnIvkNx
A Message to You Rudy - 2002 Remaster	The Specials	The Specials (2002 Remaster)	spotify:track:5dRfBz5ZXJc5gZJsNM04nn
Peek-A-Boo	Siouxsie and the Banshees	Peepshow (Remastered And Expanded)	spotify:track:3VkyKA0iCT1ABwaSjb0kpf
Nearly Lost You	Screaming Trees	Singles (Deluxe Version) [Original Motion Picture Soundtrack]	spotify:track:5lqvKus0CohDfnFKrpR2DY
Finest Worksong - Remastered	R.E.M.	Document - 25th Anniversary Edition	spotify:track:0D4lZI5jBVVB1PUqkkZuNa
Down In It	Nine Inch Nails	Pretty Hate Machine	spotify:track:06UVb2bREPv8hvioVkaMvC
Town Called Malice	The Jam	About The Young Idea: The Very Best Of The Jam	spotify:track:4GzCrjBowX9gghAPVzIKiS
Original Sin	INXS	The Very Best Of	spotify:track:3STinUpwNebQI95obNB738
Home	Iggy Pop	Brick By Brick	spotify:track:50mKJolpvGLvDYaelNZhK6
Teen Angst (What The World Needs Now)	Cracker	Cracker	spotify:track:21gRGP5LdIgto8sznRZ7xz
There's No Other Way - 2012 Remaster	Blur	Leisure (Special Edition)	spotify:track:7qk4uPeLpaKhp8lwas1sBb
Ship of Fools	World Party, Anthony Thistlethwaite	Private Revolution	spotify:track:3ndKgw7LvKO7zIk1rgOQJ2
Pale Shelter	Tears For Fears	The Hurting (Deluxe Edition)	spotify:track:3bq6GVy7ol5FdMU0OtKVkz
Sanctify Yourself	Simple Minds	Once Upon A Time (Super Deluxe)	spotify:track:5YIh3K9eF6ymtagIIpprOU
Alex Chilton	The Replacements	Pleased to Meet Me	spotify:track:0xUzr3YfnBzdZa21UNDojX
Pop Song 89 - Remastered	R.E.M.	Green (25th Anniversary Deluxe Edition)	spotify:track:0f7lwf8ahLohUsaMW8GZIO
Cursed Female	Porno for Pyros	Porno For Pyros	spotify:track:3qduQ8xxlZ0dl1QyLttKPS
Dyslexic Heart	Paul Westerberg	The Resterberg	spotify:track:6h0lrpGtRIwbBiPHthDB3o
Weird Science	Oingo Boingo	Dead Man's Party	spotify:track:03AhYPRQeOqG2j54Tdg94E
Fight Like A Brave	Red Hot Chili Peppers	The Uplift Mofo Party Plan	spotify:track:6NeRpRTcFftvt3j1vF4Pcw
True Faith - 2015 Remaster	New Order	Singles (2016 Remaster)	spotify:track:5uyJ7fbjk6xZzt5UL5jcQg
Charlotte Anne	Julian Cope	My Nation Underground	spotify:track:5nGoA43WjD4Z06DUHBEoYV
Party at Ground Zero	Fishbone	The Essential Fishbone	spotify:track:0vyJfb5merhL1NtmrucJaH
Low	Cracker	Kerosene Hat	spotify:track:6ctbCIikHbC6tSOL1rewQX
The Great Commandment	Camouflage	Voices & Images	spotify:track:3TlHXurwKSffEj6vsEEyLb
Charmless Man	Blur	Blur: The Best Of	spotify:track:1lYOlG9ZNtz5p3eSgnMn0Z
Way Down Now	World Party	Goodbye Jumbo	spotify:track:7n0cOijx7XdTk1MKGY8mIa
The Promise	When In Rome	When In Rome	spotify:track:48p5E25cFPanxuwCTmTpuL
Sister Havana	Urge Overkill	Saturation	spotify:track:6E8hhcSnvtevktpFSnHmjK
Walls Come Tumbling Down	The Style Council	Our Favourite Shop	spotify:track:00cn1ynXQhURwsgv69fN0b
My Ever Changing Moods	The Style Council	Cafe Bleu	spotify:track:4vk81xgPsTv0auIZh0cvGK
Somebody to Shove	Soul Asylum	Grave Dancers Union	spotify:track:41TVMXb9THdtTlo2KojUDe
Nemesis	Shriekback	Oil & Gold	spotify:track:2zyt42KZd9NulLNI3USsYC
Head Like A Hole	Nine Inch Nails	Pretty Hate Machine	spotify:track:3ckd4YA4LcD3j50rfIVwUe
Head On	Pixies	Trompe le Monde	spotify:track:3fCTpxEy0XqjeYobsbekHI
Supernova	Liz Phair	Whip-Smart	spotify:track:0xQ8FPMnv2mG9VhTgpxn2R
The Telephone Call - 2009 Remaster	Kraftwerk	Techno Pop (2009 Remaster)	spotify:track:6HjfXak5P4IAXklUu71NZY
Blues from a Gun	The Jesus and Mary Chain	Automatic (Expanded Version)	spotify:track:74fLpgpdOHDz14DUQGfzwR
In The City	The Jam	In The City	spotify:track:250dZY8xYbhHGQpM6bgL52

passed first round
Always the Sun	The Stranglers	Greatest Hits 1977-1990	spotify:track:6q2lHtQwscJJn2gGuv6wdo
Only A Memory	The Smithereens	Green Thoughts	spotify:track:4QlKsURJWveSH9C8pLQKWq

Some Potentials
Nearly Lost You	Screaming Trees	Sweet Oblivion	spotify:track:7qzFXUvBk7lELXuxVREypV
Bad Luck	Social Distortion	Somewhere Between Heaven And Hell	spotify:track:6Y19VBGJBoixg6umIkE7ar
Dyslexic Heart	Paul Westerberg	The Resterberg	spotify:track:6h0lrpGtRIwbBiPHthDB3o
Girlfriend	Matthew Sweet	Girlfriend (Legacy Edition)	spotify:track:338gPBomyqx33wfeF1AGOd
Hit	The Sugarcubes	Stick Around For Joy	spotify:track:2Q2CZbdsJ75Ev1IUmcJmvu
Teen Angst (What The World Needs Now)	Cracker	Cracker	spotify:track:21gRGP5LdIgto8sznRZ7xz
Divine Thing - Remastered	The Soup Dragons	Hotwired (Deluxe / Remastered)	spotify:track:4VJYmTsXG9hAfWFBEJruRK
Helpless	Sugar	Copper Blue (Remastered)	spotify:track:2V6J6aswk9GVgtIkIAq41b
Somebody to Shove	Soul Asylum	Grave Dancers Union	spotify:track:41TVMXb9THdtTlo2KojUDe
Ballad Of Peter Pumpkinhead - 2001 Remaster	XTC	Nonsuch	spotify:track:50GQrTJ85qG7wSPoGjvuCM
Drive	R.E.M.	Automatic For The People	spotify:track:3geRffSf6eAruhg23RkpKV
100%	Sonic Youth	Dirty	spotify:track:5bNpYsNWgvF3kLC54vplp8
Never Say Never	Romeo Void	Warm, In Your Coat	spotify:track:02RkunUrCBLE5J6jY56QH3
Relax	Frankie Goes To Hollywood	Welcome To The Pleasuredome	spotify:track:2K22nUTdyr48JDwI5t906t
The Stand	The Alarm	Declaration (30th Anniversary)	spotify:track:0BgFsTR0kaIs1U1anKbINa
Rescue Me - Remastered	The Alarm	Eye of the Hurricane (1987-1988 Remastered)	spotify:track:11OB69UJFALaAHshUFrlOB
Peace Train	10,000 Maniacs	Campfire Songs: The Popular, Obscure and Unknown Recordings of 10,000 Maniacs	spotify:track:1w55KYUy9raksnb56nvScq
Ship of Fools	World Party, Anthony Thistlethwaite	Private Revolution	spotify:track:3ndKgw7LvKO7zIk1rgOQJ2
Runaway Train	Soul Asylum	Grave Dancers Union	spotify:track:3TW48DvQ7ChwY1Yy1tkMaP
Wasteland	The Mission	Gods Own Medicine	spotify:track:4kiVRcINxpbNTbmEbePXQL
Daydreaming	Massive Attack	Singles Collection	spotify:track:6h42lTGn9jDlfgJbNrxHdL
The Only One I Know	The Charlatans	Some Friendly	spotify:track:17hdos7cv1vAvcfoTU4Pym
Standing There	The Creatures	Boomerang	spotify:track:5r4LWf5wOdYRscFeMPQPAF
Welcome To The Cheap Seats	The Wonder Stuff	Never Loved Elvis	spotify:track:0f1fgVft3lSFiUWTvtKnV0
Words	Missing Persons	Spring Session M.	spotify:track:2S3flt2KfOpG7JNmtteAAZ
In The Days Of The Caveman	Crash Test Dummies	God Shuffled His Feet	spotify:track:5PPFqY21IYzuucFit2kvVr
Hunger Strike	Temple Of The Dog	Temple Of The Dog	spotify:track:0W7AbEauB7cP4pidLclApe
Straight to You - 2010 Remastered Version	Nick Cave & The Bad Seeds	Henry's Dream (2010 Remastered Version)	spotify:track:3ZMQOrCj7exXxV7NmCiorW
